chart_count,raw_minus_calibrated_mae,ci95_low,ci95_high,improvement_probability,raw_minus_calibrated_axis_normalized_mae,axis_ci95_low,axis_ci95_high,axis_improvement_probability,iterations
22,0.33869797454553435,0.016200366958008697,0.8675226382569161,0.987,0.0015538917583009253,0.00014749295194955422,0.002863684728408259,0.9834,5000
