chart_id,chart_type,label_index,pseudo_gold,sample_id,status,outcome_2pct
9175667f3f4a4e0b8cf566458b7676b4a30dfbad866efeb5c949d1a6063cf0a9,bar,2,8.0,,construction_failed,construction_failed
9175667f3f4a4e0b8cf566458b7676b4a30dfbad866efeb5c949d1a6063cf0a9,bar,3,8.0,,construction_failed,construction_failed
9175667f3f4a4e0b8cf566458b7676b4a30dfbad866efeb5c949d1a6063cf0a9,bar,4,0.0,,construction_failed,construction_failed
9175667f3f4a4e0b8cf566458b7676b4a30dfbad866efeb5c949d1a6063cf0a9,bar,5,2.0,,construction_failed,construction_failed
8ff98d895fcf701e69d4e0ca5870145394f8719c1e86557e40392f7492b95ebb,bar,0,840.5,fgmvp_0146,accepted,correct_within_2pct
8ff98d895fcf701e69d4e0ca5870145394f8719c1e86557e40392f7492b95ebb,bar,1,945.0,fgmvp_0147,accepted,correct_within_2pct
8ff98d895fcf701e69d4e0ca5870145394f8719c1e86557e40392f7492b95ebb,bar,2,579.9,fgmvp_0148,accepted,correct_within_2pct
8ff98d895fcf701e69d4e0ca5870145394f8719c1e86557e40392f7492b95ebb,bar,3,330.9,fgmvp_0149,accepted,correct_within_2pct
8ff98d895fcf701e69d4e0ca5870145394f8719c1e86557e40392f7492b95ebb,bar,4,716.3,fgmvp_0150,accepted,correct_within_2pct
025ec932975a23557b67c8f767d50aa2188631b69ef3f2ac45ea7ff7694d7586,bar,0,24.9,fgmvp_0151,accepted,correct_within_2pct
ecd4d5c7ea2637ca9ae5fac111d3d436bede5a1ed521129f1c287eb68cb3f22e,bar,0,3.9,fgmvp_0152,accepted,correct_within_2pct
ecd4d5c7ea2637ca9ae5fac111d3d436bede5a1ed521129f1c287eb68cb3f22e,bar,1,4.2,fgmvp_0153,accepted,correct_within_2pct
b77a3ca2e7d164cf210099a27449084e05305395d2edf999c6410fadbdcccebf,bar,0,10.3,fgmvp_0154,accepted,correct_within_2pct
b77a3ca2e7d164cf210099a27449084e05305395d2edf999c6410fadbdcccebf,bar,1,3.3,fgmvp_0155,accepted,correct_within_2pct
a812edb9bbf14bdb57c1e7ab7f75fb3293660606bb79b4551c28c38e7d673ceb,bar,0,29.0,fgmvp_0156,accepted,correct_within_2pct
a812edb9bbf14bdb57c1e7ab7f75fb3293660606bb79b4551c28c38e7d673ceb,bar,1,27.0,fgmvp_0157,accepted,correct_within_2pct
a812edb9bbf14bdb57c1e7ab7f75fb3293660606bb79b4551c28c38e7d673ceb,bar,2,28.0,fgmvp_0158,accepted,correct_within_2pct
a812edb9bbf14bdb57c1e7ab7f75fb3293660606bb79b4551c28c38e7d673ceb,bar,3,20.0,fgmvp_0159,accepted,geometry_error_gt_2pct
a812edb9bbf14bdb57c1e7ab7f75fb3293660606bb79b4551c28c38e7d673ceb,bar,4,18.0,fgmvp_0160,accepted,geometry_error_gt_2pct
a812edb9bbf14bdb57c1e7ab7f75fb3293660606bb79b4551c28c38e7d673ceb,bar,5,17.0,fgmvp_0161,accepted,correct_within_2pct
d084c507f60eeed28fbd324fd2848238c397f470e50d18ad349b8f6487804697,bar,0,6.5,fgmvp_0162,accepted,correct_within_2pct
d084c507f60eeed28fbd324fd2848238c397f470e50d18ad349b8f6487804697,bar,1,6.5,fgmvp_0163,accepted,correct_within_2pct
d084c507f60eeed28fbd324fd2848238c397f470e50d18ad349b8f6487804697,bar,2,6.1,fgmvp_0164,accepted,correct_within_2pct
d084c507f60eeed28fbd324fd2848238c397f470e50d18ad349b8f6487804697,bar,3,1.8,fgmvp_0165,accepted,correct_within_2pct
125bf3e8d1eb5611841fcf1bca283ce9a189382bae5ecb44aba5b8f5b82f340f,bar,0,113.0,,construction_failed,construction_failed
125bf3e8d1eb5611841fcf1bca283ce9a189382bae5ecb44aba5b8f5b82f340f,bar,1,121.0,,construction_failed,construction_failed
125bf3e8d1eb5611841fcf1bca283ce9a189382bae5ecb44aba5b8f5b82f340f,bar,2,92.0,,construction_failed,construction_failed
125bf3e8d1eb5611841fcf1bca283ce9a189382bae5ecb44aba5b8f5b82f340f,bar,3,86.0,,construction_failed,construction_failed
125bf3e8d1eb5611841fcf1bca283ce9a189382bae5ecb44aba5b8f5b82f340f,bar,4,95.0,,construction_failed,construction_failed
125bf3e8d1eb5611841fcf1bca283ce9a189382bae5ecb44aba5b8f5b82f340f,bar,5,89.0,,construction_failed,construction_failed
17c6c561c6276c4aab1b6bd0697280bd78983f4ae29059d03539d20ac7c11daa,bar,0,97.0,,construction_failed,construction_failed
17c6c561c6276c4aab1b6bd0697280bd78983f4ae29059d03539d20ac7c11daa,bar,1,59.0,fgmvp_0166,accepted,correct_within_2pct
f45ed58d1cd78dd28db26df15d7293cd8c353bb6caf1c5985612876063a477fc,bar,0,26.3,fgmvp_0167,accepted,correct_within_2pct
f45ed58d1cd78dd28db26df15d7293cd8c353bb6caf1c5985612876063a477fc,bar,1,26.9,fgmvp_0168,accepted,correct_within_2pct
f45ed58d1cd78dd28db26df15d7293cd8c353bb6caf1c5985612876063a477fc,bar,2,25.6,fgmvp_0169,accepted,correct_within_2pct
f45ed58d1cd78dd28db26df15d7293cd8c353bb6caf1c5985612876063a477fc,bar,3,24.1,fgmvp_0170,accepted,correct_within_2pct
a091ae4ada9bc30b94c5477426b67fbdfc11c1e5dfa223faf6829365640237e6,bar,0,13.0,,construction_failed,construction_failed
a091ae4ada9bc30b94c5477426b67fbdfc11c1e5dfa223faf6829365640237e6,bar,1,16.0,,construction_failed,construction_failed
a091ae4ada9bc30b94c5477426b67fbdfc11c1e5dfa223faf6829365640237e6,bar,2,14.0,,construction_failed,construction_failed
6acbf26d07dab53f18d0e6ff9eb6114d7981fa6bbab42c5bc68929ebacf0de1b,bar,0,13.7,fgmvp_0171,accepted,correct_within_2pct
6acbf26d07dab53f18d0e6ff9eb6114d7981fa6bbab42c5bc68929ebacf0de1b,bar,1,7.5,fgmvp_0172,accepted,correct_within_2pct
6acbf26d07dab53f18d0e6ff9eb6114d7981fa6bbab42c5bc68929ebacf0de1b,bar,2,6.3,fgmvp_0173,accepted,correct_within_2pct
6acbf26d07dab53f18d0e6ff9eb6114d7981fa6bbab42c5bc68929ebacf0de1b,bar,3,3.6,fgmvp_0174,accepted,correct_within_2pct
6acbf26d07dab53f18d0e6ff9eb6114d7981fa6bbab42c5bc68929ebacf0de1b,bar,4,1.4,fgmvp_0175,accepted,correct_within_2pct
27e5374d78e0474e0505c409414bbecb66f6b62dc1a83f43a0262ce91c62e6c4,bar,0,41.0,fgmvp_0176,accepted,correct_within_2pct
27e5374d78e0474e0505c409414bbecb66f6b62dc1a83f43a0262ce91c62e6c4,bar,1,41.0,fgmvp_0177,accepted,correct_within_2pct
18bb8b3f69e5fc0f73dbc3c6ed1ad5be56eb13eec281030ca09805d9b2333be6,bar,0,100.4,fgmvp_0178,accepted,correct_within_2pct
18bb8b3f69e5fc0f73dbc3c6ed1ad5be56eb13eec281030ca09805d9b2333be6,bar,1,35.6,fgmvp_0179,accepted,correct_within_2pct
18bb8b3f69e5fc0f73dbc3c6ed1ad5be56eb13eec281030ca09805d9b2333be6,bar,2,16.4,fgmvp_0180,accepted,correct_within_2pct
18bb8b3f69e5fc0f73dbc3c6ed1ad5be56eb13eec281030ca09805d9b2333be6,bar,3,24.0,fgmvp_0181,accepted,correct_within_2pct
da8227279fa53d8478e6d3278ee08bf02b508e108a5f6e96efffd4b1649dc0fe,bar,0,688.0,fgmvp_0182,accepted,correct_within_2pct
da8227279fa53d8478e6d3278ee08bf02b508e108a5f6e96efffd4b1649dc0fe,bar,1,574.0,fgmvp_0183,accepted,correct_within_2pct
da8227279fa53d8478e6d3278ee08bf02b508e108a5f6e96efffd4b1649dc0fe,bar,2,506.0,,construction_failed,construction_failed
da8227279fa53d8478e6d3278ee08bf02b508e108a5f6e96efffd4b1649dc0fe,bar,3,396.0,fgmvp_0184,accepted,correct_within_2pct
da8227279fa53d8478e6d3278ee08bf02b508e108a5f6e96efffd4b1649dc0fe,bar,4,142.0,fgmvp_0185,accepted,correct_within_2pct
e287cbe2efd50476d70628382e1546ba75a85044b6a44c4e67ac434de381a16d,bar,0,3.4,fgmvp_0186,accepted,correct_within_2pct
e287cbe2efd50476d70628382e1546ba75a85044b6a44c4e67ac434de381a16d,bar,1,2.5,fgmvp_0187,accepted,correct_within_2pct
e287cbe2efd50476d70628382e1546ba75a85044b6a44c4e67ac434de381a16d,bar,2,2.6,fgmvp_0188,accepted,correct_within_2pct
e287cbe2efd50476d70628382e1546ba75a85044b6a44c4e67ac434de381a16d,bar,3,3.0,fgmvp_0189,accepted,correct_within_2pct
e287cbe2efd50476d70628382e1546ba75a85044b6a44c4e67ac434de381a16d,bar,4,1.4,fgmvp_0190,accepted,correct_within_2pct
e287cbe2efd50476d70628382e1546ba75a85044b6a44c4e67ac434de381a16d,bar,5,1.2,fgmvp_0191,accepted,correct_within_2pct
e287cbe2efd50476d70628382e1546ba75a85044b6a44c4e67ac434de381a16d,bar,6,0.7,fgmvp_0192,accepted,correct_within_2pct
8031712cb555d0e625558f8a88b92a2fd55115eadc8123ebc0ef94f9da761eff,bar,0,51.5,fgmvp_0193,accepted,correct_within_2pct
8031712cb555d0e625558f8a88b92a2fd55115eadc8123ebc0ef94f9da761eff,bar,1,37.6,fgmvp_0194,accepted,correct_within_2pct
8031712cb555d0e625558f8a88b92a2fd55115eadc8123ebc0ef94f9da761eff,bar,2,45.7,,construction_failed,construction_failed
8031712cb555d0e625558f8a88b92a2fd55115eadc8123ebc0ef94f9da761eff,bar,3,22.6,fgmvp_0195,accepted,correct_within_2pct
8031712cb555d0e625558f8a88b92a2fd55115eadc8123ebc0ef94f9da761eff,bar,4,23.4,fgmvp_0196,accepted,correct_within_2pct
8031712cb555d0e625558f8a88b92a2fd55115eadc8123ebc0ef94f9da761eff,bar,5,8.8,,construction_failed,construction_failed
9f40cc7d0e51c9a561d9eca3e81e6616c148bc5feb8d9361140b51d37a0d8366,bar,0,3.24,,construction_failed,construction_failed
9f40cc7d0e51c9a561d9eca3e81e6616c148bc5feb8d9361140b51d37a0d8366,bar,1,3.229,,construction_failed,construction_failed
9f40cc7d0e51c9a561d9eca3e81e6616c148bc5feb8d9361140b51d37a0d8366,bar,2,1.49,,construction_failed,construction_failed
8d32f550217a1239a7ee745d19d9674f435b6df08ef284499bfa9e95ad8a2d52,bar,0,19.7,fgmvp_0197,accepted,correct_within_2pct
8d32f550217a1239a7ee745d19d9674f435b6df08ef284499bfa9e95ad8a2d52,bar,1,17.3,fgmvp_0198,accepted,correct_within_2pct
8d32f550217a1239a7ee745d19d9674f435b6df08ef284499bfa9e95ad8a2d52,bar,2,12.0,fgmvp_0199,accepted,correct_within_2pct
8d32f550217a1239a7ee745d19d9674f435b6df08ef284499bfa9e95ad8a2d52,bar,3,11.0,fgmvp_0200,accepted,correct_within_2pct
8d32f550217a1239a7ee745d19d9674f435b6df08ef284499bfa9e95ad8a2d52,bar,4,5.5,fgmvp_0201,accepted,correct_within_2pct
8d32f550217a1239a7ee745d19d9674f435b6df08ef284499bfa9e95ad8a2d52,bar,5,3.2,fgmvp_0202,accepted,correct_within_2pct
e41dde6d5b0ac116f98c2c6812811ff01d451b10c57b2d511d68c45d5d8d46ce,bar,0,58.6,,construction_failed,construction_failed
e41dde6d5b0ac116f98c2c6812811ff01d451b10c57b2d511d68c45d5d8d46ce,bar,1,56.5,,construction_failed,construction_failed
e41dde6d5b0ac116f98c2c6812811ff01d451b10c57b2d511d68c45d5d8d46ce,bar,2,56.9,,construction_failed,construction_failed
e41dde6d5b0ac116f98c2c6812811ff01d451b10c57b2d511d68c45d5d8d46ce,bar,3,52.7,,construction_failed,construction_failed
3ad554d70f7bfb60b34e389b9aacd1226dc40a56280011ae6cf8f462475c9c5f,bar,0,35.6,fgmvp_0203,accepted,correct_within_2pct
dee57608490d0ab8cdc5a974268afe9d8346124007569a648c3e44241356dcd5,bar,0,20.39,,construction_failed,construction_failed
dee57608490d0ab8cdc5a974268afe9d8346124007569a648c3e44241356dcd5,bar,1,20.0,fgmvp_0204,accepted,correct_within_2pct
e6ea88040833848fa9bb1451629bb4cdce80de453fcd33044e43215a891b5513,bar,0,19.8,fgmvp_0205,accepted,correct_within_2pct
e6ea88040833848fa9bb1451629bb4cdce80de453fcd33044e43215a891b5513,bar,1,20.4,fgmvp_0206,accepted,correct_within_2pct
828778f64c47c68f388fc85a931e37f8d1b9687f6ed8110b479545f5ceb6a580,bar,0,44.9,fgmvp_0207,accepted,correct_within_2pct
828778f64c47c68f388fc85a931e37f8d1b9687f6ed8110b479545f5ceb6a580,bar,1,43.7,fgmvp_0208,accepted,correct_within_2pct
828778f64c47c68f388fc85a931e37f8d1b9687f6ed8110b479545f5ceb6a580,bar,2,41.9,fgmvp_0209,accepted,correct_within_2pct
828778f64c47c68f388fc85a931e37f8d1b9687f6ed8110b479545f5ceb6a580,bar,3,38.9,fgmvp_0210,accepted,correct_within_2pct
828778f64c47c68f388fc85a931e37f8d1b9687f6ed8110b479545f5ceb6a580,bar,4,36.9,fgmvp_0211,accepted,correct_within_2pct
82394dbe9e5ffd0d8e62d047229e5095f1b0dac53296d913a9e4a65565770576,bar,0,6.0,,construction_failed,construction_failed
82394dbe9e5ffd0d8e62d047229e5095f1b0dac53296d913a9e4a65565770576,bar,1,15.0,fgmvp_0212,accepted,correct_within_2pct
82394dbe9e5ffd0d8e62d047229e5095f1b0dac53296d913a9e4a65565770576,bar,2,25.0,fgmvp_0213,accepted,correct_within_2pct
82394dbe9e5ffd0d8e62d047229e5095f1b0dac53296d913a9e4a65565770576,bar,3,30.0,fgmvp_0214,accepted,correct_within_2pct
82394dbe9e5ffd0d8e62d047229e5095f1b0dac53296d913a9e4a65565770576,bar,4,2.0,,construction_failed,construction_failed
ae0fbfa81783e9a42d131f0e3068f6510f1174fde6b5bee18c2445a1e510a4db,bar,0,42.7,fgmvp_0215,accepted,correct_within_2pct
ae0fbfa81783e9a42d131f0e3068f6510f1174fde6b5bee18c2445a1e510a4db,bar,1,40.6,fgmvp_0216,accepted,correct_within_2pct
2c84a0155e7c7059570e1dc701b10ca2dc0fe6298fb5b35a883b0647c66b2bda,bar,0,46.6,fgmvp_0217,accepted,correct_within_2pct
2c84a0155e7c7059570e1dc701b10ca2dc0fe6298fb5b35a883b0647c66b2bda,bar,1,34.7,fgmvp_0218,accepted,correct_within_2pct
2c84a0155e7c7059570e1dc701b10ca2dc0fe6298fb5b35a883b0647c66b2bda,bar,2,25.7,fgmvp_0219,accepted,correct_within_2pct
2c84a0155e7c7059570e1dc701b10ca2dc0fe6298fb5b35a883b0647c66b2bda,bar,3,8.7,fgmvp_0220,accepted,correct_within_2pct
dc78b427c2fcfac27280cb1ef8bbdda3112ec57af8bb13cef895d8ed799f629e,bar,0,18.0,,construction_failed,construction_failed
36c03d67a0a138bec8c08a66b03709f8fd04ecf05da47dc00254fdbe2e21af3a,bar,0,21.0,fgmvp_0221,accepted,correct_within_2pct
36c03d67a0a138bec8c08a66b03709f8fd04ecf05da47dc00254fdbe2e21af3a,bar,1,25.0,fgmvp_0222,accepted,correct_within_2pct
36c03d67a0a138bec8c08a66b03709f8fd04ecf05da47dc00254fdbe2e21af3a,bar,2,12.0,fgmvp_0223,accepted,correct_within_2pct
36c03d67a0a138bec8c08a66b03709f8fd04ecf05da47dc00254fdbe2e21af3a,bar,3,10.0,fgmvp_0224,accepted,correct_within_2pct
36c03d67a0a138bec8c08a66b03709f8fd04ecf05da47dc00254fdbe2e21af3a,bar,4,19.0,fgmvp_0225,accepted,correct_within_2pct
fb0e35321af38020502240f0f1633e70be323dbaee7d43e109304efb9c99fb60,bar,0,17.5,fgmvp_0226,accepted,correct_within_2pct
fb0e35321af38020502240f0f1633e70be323dbaee7d43e109304efb9c99fb60,bar,1,17.0,fgmvp_0227,accepted,correct_within_2pct
fb0e35321af38020502240f0f1633e70be323dbaee7d43e109304efb9c99fb60,bar,2,16.5,fgmvp_0228,accepted,correct_within_2pct
fb0e35321af38020502240f0f1633e70be323dbaee7d43e109304efb9c99fb60,bar,3,16.0,fgmvp_0229,accepted,correct_within_2pct
fb0e35321af38020502240f0f1633e70be323dbaee7d43e109304efb9c99fb60,bar,4,16.0,fgmvp_0230,accepted,correct_within_2pct
fb0e35321af38020502240f0f1633e70be323dbaee7d43e109304efb9c99fb60,bar,5,17.2,fgmvp_0231,accepted,correct_within_2pct
3822fe9af1acb759ae19dc9db77cc35d3110c674b9b26901e7269f79568a13e0,bar,0,23.0,fgmvp_0232,accepted,correct_within_2pct
3822fe9af1acb759ae19dc9db77cc35d3110c674b9b26901e7269f79568a13e0,bar,1,31.0,fgmvp_0233,accepted,correct_within_2pct
3822fe9af1acb759ae19dc9db77cc35d3110c674b9b26901e7269f79568a13e0,bar,2,11.0,fgmvp_0234,accepted,correct_within_2pct
3822fe9af1acb759ae19dc9db77cc35d3110c674b9b26901e7269f79568a13e0,bar,3,19.0,fgmvp_0235,accepted,correct_within_2pct
9aff41a612557b3aa55906331cbb7098d4aa0c632337e22ba6d4dd95f2fb30ad,bar,0,3.9,fgmvp_0236,accepted,correct_within_2pct
9aff41a612557b3aa55906331cbb7098d4aa0c632337e22ba6d4dd95f2fb30ad,bar,1,4.9,fgmvp_0237,accepted,correct_within_2pct
65fed7b10054d8f2200ccfc59fa01a9560b109e468758931c0e0cc023b6e69ac,bar,0,6.0,fgmvp_0238,accepted,correct_within_2pct
65fed7b10054d8f2200ccfc59fa01a9560b109e468758931c0e0cc023b6e69ac,bar,1,3.0,fgmvp_0239,accepted,correct_within_2pct
b8dc979da31a72808058dc616c7cd4504129a10d31af0d2155e5b16455e61827,bar,0,1.5,fgmvp_0240,accepted,correct_within_2pct
7bdb29b657afc5581db608a80ae61a0287d8dbfe1fcb24c036c6f90e8e5e2643,bar,0,381.0,fgmvp_0241,accepted,correct_within_2pct
7bdb29b657afc5581db608a80ae61a0287d8dbfe1fcb24c036c6f90e8e5e2643,bar,1,103.0,fgmvp_0242,accepted,correct_within_2pct
4feb7278f061a991ea8aaa04725ad85e115058efe47649d51626fcc9aed0308f,bar,0,134.0,fgmvp_0243,accepted,correct_within_2pct
4feb7278f061a991ea8aaa04725ad85e115058efe47649d51626fcc9aed0308f,bar,1,8.0,,construction_failed,construction_failed
3b36a002064d789d03f2005302e9ffac3445b929b910f0b0e5c6fdf50720b520,bar,0,46.0,,construction_failed,construction_failed
3b36a002064d789d03f2005302e9ffac3445b929b910f0b0e5c6fdf50720b520,bar,1,30.1,,construction_failed,construction_failed
3b36a002064d789d03f2005302e9ffac3445b929b910f0b0e5c6fdf50720b520,bar,2,45.4,,construction_failed,construction_failed
3b36a002064d789d03f2005302e9ffac3445b929b910f0b0e5c6fdf50720b520,bar,3,22.1,,construction_failed,construction_failed
3b36a002064d789d03f2005302e9ffac3445b929b910f0b0e5c6fdf50720b520,bar,4,41.7,,construction_failed,construction_failed
3b36a002064d789d03f2005302e9ffac3445b929b910f0b0e5c6fdf50720b520,bar,5,28.2,,construction_failed,construction_failed
ace8e5f4b2d818db4454f4100daee1cf7521458feeb21eadb1f85c1323b50a1c,bar,0,20.2,fgmvp_0244,accepted,correct_within_2pct
ace8e5f4b2d818db4454f4100daee1cf7521458feeb21eadb1f85c1323b50a1c,bar,1,11.2,fgmvp_0245,accepted,correct_within_2pct
231d575a3bb0ec3e43be3dc0f2c283c235657d98062655b6180966c87ea43c65,bar,0,8.8,fgmvp_0246,accepted,correct_within_2pct
231d575a3bb0ec3e43be3dc0f2c283c235657d98062655b6180966c87ea43c65,bar,1,9.4,fgmvp_0247,accepted,correct_within_2pct
231d575a3bb0ec3e43be3dc0f2c283c235657d98062655b6180966c87ea43c65,bar,2,5.0,fgmvp_0248,accepted,correct_within_2pct
231d575a3bb0ec3e43be3dc0f2c283c235657d98062655b6180966c87ea43c65,bar,3,7.8,fgmvp_0249,accepted,correct_within_2pct
231d575a3bb0ec3e43be3dc0f2c283c235657d98062655b6180966c87ea43c65,bar,4,2.3,fgmvp_0250,accepted,correct_within_2pct
6035ec2e1197ba04f0b9b73df44571ebb1e53294fd2df5d2162e51957306be05,bar,0,14.6,fgmvp_0251,accepted,correct_within_2pct
6035ec2e1197ba04f0b9b73df44571ebb1e53294fd2df5d2162e51957306be05,bar,1,10.6,fgmvp_0252,accepted,correct_within_2pct
b1ecdc197e17bd202d70738dd7ea349eb6493fd0f6fe134896770feced660fe3,bar,0,19.0,fgmvp_0253,accepted,correct_within_2pct
bfc33ae17d933895f3d52d78476ba5142e7d353623d16d0c252275d6e40367c3,bar,0,179.0,,construction_failed,construction_failed
bfc33ae17d933895f3d52d78476ba5142e7d353623d16d0c252275d6e40367c3,bar,1,6.0,,construction_failed,construction_failed
bfc33ae17d933895f3d52d78476ba5142e7d353623d16d0c252275d6e40367c3,bar,2,119.0,,construction_failed,construction_failed
bfc33ae17d933895f3d52d78476ba5142e7d353623d16d0c252275d6e40367c3,bar,3,8.0,,construction_failed,construction_failed
bfc33ae17d933895f3d52d78476ba5142e7d353623d16d0c252275d6e40367c3,bar,4,29.0,,construction_failed,construction_failed
c467b88717974dbdd113924b59fd2661d64e9a12e8412153061cc68942a2b122,bar,0,3.8,,construction_failed,construction_failed
e7c8acade046372209dff5d3212a5c6bfc8ea149679f57569308ff23904556b1,bar,0,8.0,,construction_failed,construction_failed
f8397d215b66ea8f32c900fc81ef9bcad597bd641f9de2e4e04dac4f7bf96944,bar,0,5.1,fgmvp_0254,accepted,correct_within_2pct
14877643e9e1724187312912484160c225be8b712b57d21c7ed4e3a652319403,bar,0,14.1,fgmvp_0255,accepted,correct_within_2pct
2053449d42ad9411eae99b9d96ecb200c559ad0439b321a562320c1168e72f23,bar,0,8.0,fgmvp_0256,accepted,correct_within_2pct
290ac6c778ba7651780044de310492c3e8409dc5f47451570fa65191ed518da6,bar,0,6.0,fgmvp_0257,accepted,correct_within_2pct
2312721c64d4f3d2f42461c01077a09c78da9a95450509d143ffcae72b9ecfc0,bar,0,4.8,fgmvp_0258,accepted,correct_within_2pct
