stage,chart_id,chart_kind,sample_id,status,reason
construction,b4c89e822ab9f0b47e40b5d08065c013627243fc8d82996702190ca570e22dbc,single_line,,no_coherent_x_anchor_sequence,
construction,b588b17efa6b21454fde2436567563ce5ab36c8bf1a9eb65db3c9a799e91cf18,multi_line,,bar_line_combination_out_of_scope,
construction,b6bf824fe4a6de35817387b3579855bf9eee14c1c41fdc2ddbe16cac84352a37,single_line,,bar_line_combination_out_of_scope,
construction,b73fd85b41643a82a7e5a41ac0c9fc5b24baa7c2475484302ea190bd5525f7b6,multi_line,,no_coherent_x_anchor_sequence,
construction,b8dc979da31a72808058dc616c7cd4504129a10d31af0d2155e5b16455e61827,single_line,,bar_line_combination_out_of_scope,
construction,b979d78f4b3e63ecf50ffaca16c086a6d2ca1b07fccfe2b201917a0b32c2ca47,multi_line,,no_coherent_x_anchor_sequence,
construction,b9d1073479e81613a26443bcd422d241873c9fe5300cf225ccd4c7b0367693f8,single_line,,bar_line_combination_out_of_scope,
construction,ba9c96dfb37c559bf63e2a6628cbaadc3aeaaa91d47e6e3dce8d2df8274e5fb9,single_line,,no_coherent_x_anchor_sequence,
construction,babbdf250c47a2b9c598036e61467c0687cf6f529bcfa33b200a6387ccd8a8df,multi_line,,no_coherent_x_anchor_sequence,
construction,bd1f925c1f5bd68aafebb35c553ad545387b63d2eddd1049a6f4047fee850b02,single_line,,no_coherent_x_anchor_sequence,
construction,bdfde2608d85e837c0146e12574bc33130134ed6e5af6d489ffb3704eb693736,multi_line,,bar_line_combination_out_of_scope,
construction,bf3e181622229cdc7532638b3eff0a7615e32cfbdf21532597946282b05effc4,multi_line,,no_coherent_x_anchor_sequence,
construction,c236cc6d9f2b67d08901b4b4ead577fc7370213002040ecff16b063d765c8124,multi_line,,rejected,target_series_not_in_legend
construction,c236cc6d9f2b67d08901b4b4ead577fc7370213002040ecff16b063d765c8124,multi_line,,rejected,no_series_pixels_near_gold_y
construction,c236cc6d9f2b67d08901b4b4ead577fc7370213002040ecff16b063d765c8124,multi_line,,rejected,target_series_not_in_legend
construction,c236cc6d9f2b67d08901b4b4ead577fc7370213002040ecff16b063d765c8124,multi_line,,no_label_accepted,
construction,c349c55fd9afe5690ffca5b87838c1b55fee74b66d00ab09c659a1f7f761d3f2,multi_line,,bar_line_combination_out_of_scope,
construction,c35436ce9b0883d7cfe51bebbb4f4979672e3142fb6855758c7eb8c12a088e4a,multi_line,,no_coherent_x_anchor_sequence,
construction,c3ab4b0f005f16ab762e0ac9ffc2cdbfa54d651f8ca59264abda2e1ccc1bc688,multi_line,,no_coherent_x_anchor_sequence,
construction,c3ef207888c5f34c1f74983f377cc30a549a4dc8ceb0ec116c780cc8e69f6737,single_line,,bar_line_combination_out_of_scope,
construction,c555fbb915a09946aba75f48ca62a12b3912ad18b6a10e4a4aa13869d88fd197,multi_line,,rejected,label_too_far_from_any_series
construction,c555fbb915a09946aba75f48ca62a12b3912ad18b6a10e4a4aa13869d88fd197,multi_line,,no_label_accepted,
construction,c882a5d044b0f648077a21db2aadbdd5b28bc3551f2981e4a257d3d92920d666,single_line,,rejected,no_reliable_semantic_x_target
construction,c882a5d044b0f648077a21db2aadbdd5b28bc3551f2981e4a257d3d92920d666,single_line,,no_label_accepted,
construction,c8af9ac9371497c1d2c5461c0acb8e44d8fef97b8175e2fbde23a5d213770826,multi_line,,rejected,crop_ocr_did_not_confirm_value
construction,c8af9ac9371497c1d2c5461c0acb8e44d8fef97b8175e2fbde23a5d213770826,multi_line,,no_label_accepted,
construction,cb2601660a29c10375705e0003fd5c447e69f6f17c8db133f40736326c31de39,multi_line,,no_coherent_x_anchor_sequence,
construction,cb8fdb39c90e9b76ac439e771e789dd29d29bf6aae0a5da3923d8d611f40631b,single_line,,no_coherent_x_anchor_sequence,
construction,cc420b4afe8652c026c89979a2d21eb93f118ae3718ce9693eb9d821e96d4b62,multi_line,,rejected,no_reliable_semantic_x_target
construction,cc420b4afe8652c026c89979a2d21eb93f118ae3718ce9693eb9d821e96d4b62,multi_line,,rejected,crop_ocr_did_not_confirm_value
construction,cc420b4afe8652c026c89979a2d21eb93f118ae3718ce9693eb9d821e96d4b62,multi_line,,rejected,crop_ocr_did_not_confirm_value
construction,cc420b4afe8652c026c89979a2d21eb93f118ae3718ce9693eb9d821e96d4b62,multi_line,,no_label_accepted,
construction,cd292e261fcf22bcd300366b04e42834cf48b4b0ce865cb7dcbf258f36d3de91,multi_line,,rejected,no_reliable_semantic_x_target
construction,cd292e261fcf22bcd300366b04e42834cf48b4b0ce865cb7dcbf258f36d3de91,multi_line,,no_label_accepted,
construction,cd7292d138fae2307774700c7f38fe45cbb350c8dac81d46cfd43bc73189368d,single_line,,bar_line_combination_out_of_scope,
construction,ce8bb0ba270a7a51320b183e8628563b88c2cadab27076c9bb68a841b03bd7ad,single_line,,rejected,no_reliable_semantic_x_target
construction,ce8bb0ba270a7a51320b183e8628563b88c2cadab27076c9bb68a841b03bd7ad,single_line,,accepted,
construction,d06513beafeca7f3e1dc8da074a588cc5d0c935e67fdd01ac8c2acef9142d58f,multi_line,,rejected,label_too_far_from_any_series
construction,d06513beafeca7f3e1dc8da074a588cc5d0c935e67fdd01ac8c2acef9142d58f,multi_line,,no_label_accepted,
construction,d209e15e9705362ea556715ef2470abd0bec4001a7dad4d9f25c091944c90327,multi_line,,no_coherent_x_anchor_sequence,
construction,d236160c77a21cf0a6d7f6f21c9f8a2bdd086b570b847e9afe955dc9a0d74788,single_line,,bar_line_combination_out_of_scope,
construction,d3c11d6b6e680129c46672959301bbbfdf2b5bc0df63a589385a317a87ca2f62,single_line,,bar_line_combination_out_of_scope,
construction,d3f602209879f49d2bcd9bf84c539ed3441c2913ec408dbb8abfff77364bd94e,single_line,,bar_line_combination_out_of_scope,
construction,d4417c5f6d4ccecd3af15903754046910e6d830d13cf35e8e805edb6653e57f9,single_line,,bar_line_combination_out_of_scope,
construction,d53a8e37f3f5d86ec01fa810adbd5ea600d3cd6720355b1a57bb4d263c9a2c8f,single_line,,no_coherent_x_anchor_sequence,
construction,d63df85f351099bf1cc3cc024caa29c19a8260b7fad8c47b88cd9998d4781f83,multi_line,,rejected,no_reliable_semantic_x_target
construction,d63df85f351099bf1cc3cc024caa29c19a8260b7fad8c47b88cd9998d4781f83,multi_line,,rejected,no_reliable_semantic_x_target
construction,d63df85f351099bf1cc3cc024caa29c19a8260b7fad8c47b88cd9998d4781f83,multi_line,,accepted,
construction,d823654ed4cfa0b0bf0e8b3b7621a23d7083c0225ba118a122e63dacfab9c81a,multi_line,,bar_line_combination_out_of_scope,
construction,da8227279fa53d8478e6d3278ee08bf02b508e108a5f6e96efffd4b1649dc0fe,single_line,,bar_line_combination_out_of_scope,
construction,dbea4c91902f968219ef9f9905ff530c78f1bd4c18369efc11a42bed00641021,multi_line,,bar_line_combination_out_of_scope,
construction,dc78b427c2fcfac27280cb1ef8bbdda3112ec57af8bb13cef895d8ed799f629e,multi_line,,bar_line_combination_out_of_scope,
construction,dc8efdd4bfe2b17661e96cbea668d711ef367a969b2119456585c257c5ac84a9,multi_line,,no_coherent_x_anchor_sequence,
construction,ddfb0123a96fac79fded7cb479ae5a2e03f045ec53336b8eac0ff9374a7e229f,single_line,,bar_line_combination_out_of_scope,
construction,dee57608490d0ab8cdc5a974268afe9d8346124007569a648c3e44241356dcd5,single_line,,no_coherent_x_anchor_sequence,
construction,df2e50688f6d98e92e8ede2f83d3ea5578ed2d871bb229195b1b6a94e144ca18,multi_line,,no_coherent_x_anchor_sequence,
construction,e08cb072ca7b4ac6fa861444d6d4ddf750ce9b861ac44f39709aa97a151cb922,multi_line,,rejected,label_too_far_from_any_series
construction,e08cb072ca7b4ac6fa861444d6d4ddf750ce9b861ac44f39709aa97a151cb922,multi_line,,no_label_accepted,
construction,e0a154d31ca60678776bbfa4917cdef435980f0ce9940b5371770c5071cbd9ed,multi_line,,no_coherent_x_anchor_sequence,
construction,e1538d0916dbe079db91e906f0e3899266aea3ac28605e8f7dbab5429e52f91b,multi_line,,rejected,no_series_pixels_near_gold_y
construction,e1538d0916dbe079db91e906f0e3899266aea3ac28605e8f7dbab5429e52f91b,multi_line,,no_label_accepted,
construction,e1d4d07220d129296a998be10f4f66087440ec7af571c3960eea3233f1b34dbb,multi_line,,legend_unrecoverable_at_construction,
construction,e5152353049998e8674c6e99841bb9407a83e0d4702b26e8f9545d3515d4e8e9,multi_line,,no_coherent_x_anchor_sequence,
construction,e5de82763227be03e0104ceac6220dc0cf97e4f29bb448a1a5b5835588afce0d,multi_line,,bar_line_combination_out_of_scope,
construction,e8f0083c930c608a81c74de515938c93638a4a7f04c196eaccbd8a782c9c8563,multi_line,,bar_line_combination_out_of_scope,
construction,e918207c9d03f96acbdd50c46bbd737071e4e0ae50436e8fa0eade1efea26682,multi_line,,bar_line_combination_out_of_scope,
construction,ea610810248a810863abf935d1f35da658a5b1b5a669cdb33850204dc05b806d,multi_line,,bar_line_combination_out_of_scope,
construction,eaf32e2934028082114234ee9b1c9c7c5aeb2f930793f2643c9f8b7173c77f24,multi_line,,accepted,
construction,ebf6813a9079ff1288c7e3da265c78cedd9305e335bfcd2b07606fe1207656a3,multi_line,,bar_line_combination_out_of_scope,
construction,ecbedb0f2a31b90cf683c4748d797f1f65fe5963ccd63c54e71b7861545fe3ed,multi_line,,no_coherent_x_anchor_sequence,
construction,ed9bd360d69937ada5c2a1060227a252ff07b99b7b54305c58981d93f2491897,single_line,,rejected,no_reliable_semantic_x_target
construction,ed9bd360d69937ada5c2a1060227a252ff07b99b7b54305c58981d93f2491897,single_line,,accepted,
construction,eec6a5d41b4aded11eb94f00d0a92fd5c62adee1a3511760d64a9573959ec70c,single_line,,bar_line_combination_out_of_scope,
construction,eed22fe6e4f0cc57f853141845971691f8ebb2861c663a183e4793d03ff68e82,multi_line,,no_coherent_x_anchor_sequence,
construction,f1243693ac8a94d73b8ee2a9e25349706ba344ddb4742cd4446cfc8220d20014,single_line,,no_coherent_x_anchor_sequence,
construction,f27fe8d4aa6f244195f63da7fa8e6df816531c861afc84bfd9a0a053664909c4,multi_line,,no_coherent_x_anchor_sequence,
construction,f3706f1864de521b69d2e890c205b5ed16d5b488d1e8993060fe99d38fb700ef,single_line,,bar_line_combination_out_of_scope,
construction,f5a6ef2c6c4a8a6107394e1399bc3b5d50fc105534c44342e94817db07f70115,multi_line,,no_coherent_x_anchor_sequence,
construction,f5b9ac9e589efb057a940d2110c5c5cbe9672dbe8846dae9c9ab25ea06814be4,single_line,,bar_line_combination_out_of_scope,
construction,f67e4ec462a67537ded3224f596a1db3d5f2df8ed0536a7ae0ba43cad1cdf115,multi_line,,accepted,
construction,f6af5ff3c3318699442e9acb758e1b7e8a3dde8738fd2312cf816cf2e2a1103f,multi_line,,bar_line_combination_out_of_scope,
construction,f70cb0262e3c692bf141b13b2d6bc5d0218ed7d5476931a781cc7309c40ecb88,single_line,,bar_line_combination_out_of_scope,
construction,f7eaefd49b7399bb0286478c4eb4516cbad2304133cab129bab34e6a0b3a1a50,single_line,,no_coherent_x_anchor_sequence,
construction,f8f9360b07dd09ac760a8436b113fbb3ea7b6defb5ee693893bd5bf500abf177,multi_line,,no_coherent_x_anchor_sequence,
construction,fe8c0ddab47f79c70408fd35658edcfb5f48cdd9d0f0dd608d4575b4bb91b4ec,single_line,,no_coherent_x_anchor_sequence,
construction,ff666a6706d62160397ee762961dc0b99205c651899b8c02a9588cca82bb82d5,multi_line,,rejected,no_series_pixels_near_gold_y
construction,ff666a6706d62160397ee762961dc0b99205c651899b8c02a9588cca82bb82d5,multi_line,,no_label_accepted,
